127.0.0.1 - - [19/Jan/2022:08:49:14 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJWSVNPUiIsIkNBSkVSTyIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJERVBPU0lUTyIsIkVYVFJBQ0NJT05FUyIsIkZJRUxDT0JSQU5aQVMiLCJXRVNURVJOX1VOSU9OIiwiV1VfRU5WSU9TIiwiV1VfUEFHT1MiLCJHSVJJU0lNT19FTlZJTyIsIkdJUklTSU1PX1BBR08iLCJHSVJJU0lNT19ERVZPTFVDSU9OIiwiUkVORElDSU9OIl0sIkFHRU5DWV9OQU1FIjoiVEVLVE9OIFNBIiwiVVNFUl9JRCI6MzU1NiwiVVNFUl9OQU1FIjoidm1haWRhbmEiLCJERVZJQ0VfSUQiOjM5MzYwLCJqdGkiOiIzOThkYjIzYy01NmMxLTQ0ZmItYjJmMC0xNjBiM2RlZjgxZGUiLCJVU0VSX0ZVTExOQU1FIjoiVklDVE9SIE1BTlVFTCBNQUlEQU5BIENBQlJFUkEifQ.Yw7ZrXSlr2wgE-Ak-WV54z5omqk8iOFYBZwwHKOGXtRHdsB3ab5XKMvjaQk4tVGJt4qwqJKrKCRGxbhPnzfqDQ HTTP/1.1" 500 112
127.0.0.1 - - [19/Jan/2022:15:44:27 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJVU0VSIiwiQURNSU5fQUdFTkNJQSIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJGSUVMQ09CUkFOWkFTIiwiV0VTVEVSTl9VTklPTiIsIldVX0VOVklPUyIsIldVX1BBR09TIiwiR0lSSVNJTU9fRU5WSU8iLCJHSVJJU0lNT19QQUdPIiwiR0lSSVNJTU9fREVWT0xVQ0lPTiIsIkFHRU5DSUFfV1VfUkVQT1JURVMiLCJSRU5ESUNJT04iXSwiQUdFTkNZX05BTUUiOiJURUtUT04gU0EiLCJVU0VSX0lEIjo2MDksIlVTRVJfTkFNRSI6ImpiZW5pdGV6IiwiREVWSUNFX0lEIjozOTM2MCwianRpIjoiYjU1NzU2MDMtMmNlNy00YTk0LTg3YmEtZmQwNDg1N2VkNDY3IiwiVVNFUl9GVUxMTkFNRSI6IkpVTElPIEJFTklURVoifQ.eRb-wmV7_0uJ-TDuTiRFQFmT05IFMSWBq8aXrjkgsFl5xBinGEp-LAbdZ3CL4TKhOl29PKAjuhvS8gc0H_mN0Q HTTP/1.1" 200 5264
127.0.0.1 - - [19/Jan/2022:15:44:27 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
127.0.0.1 - - [19/Jan/2022:16:02:09 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJVU0VSIiwiQURNSU5fQUdFTkNJQSIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJGSUVMQ09CUkFOWkFTIiwiV0VTVEVSTl9VTklPTiIsIldVX0VOVklPUyIsIldVX1BBR09TIiwiR0lSSVNJTU9fRU5WSU8iLCJHSVJJU0lNT19QQUdPIiwiR0lSSVNJTU9fREVWT0xVQ0lPTiIsIkFHRU5DSUFfV1VfUkVQT1JURVMiLCJSRU5ESUNJT04iXSwiQUdFTkNZX05BTUUiOiJURUtUT04gU0EiLCJVU0VSX0lEIjo2MDksIlVTRVJfTkFNRSI6ImpiZW5pdGV6IiwiREVWSUNFX0lEIjozOTM2MCwianRpIjoiYjU1NzU2MDMtMmNlNy00YTk0LTg3YmEtZmQwNDg1N2VkNDY3IiwiVVNFUl9GVUxMTkFNRSI6IkpVTElPIEJFTklURVoifQ.eRb-wmV7_0uJ-TDuTiRFQFmT05IFMSWBq8aXrjkgsFl5xBinGEp-LAbdZ3CL4TKhOl29PKAjuhvS8gc0H_mN0Q HTTP/1.1" 400 98
127.0.0.1 - - [19/Jan/2022:16:02:23 -0300] "GET /fielcorresponsal/logout?returnUrl= HTTP/1.1" 302 -
127.0.0.1 - - [19/Jan/2022:16:02:26 -0300] "GET /fielcorresponsal/ HTTP/1.1" 200 10368
127.0.0.1 - - [19/Jan/2022:16:02:26 -0300] "GET /fielcorresponsal/resources/css/fielco_responsive.css?v=2.8.31 HTTP/1.1" 200 1234
127.0.0.1 - - [19/Jan/2022:16:02:26 -0300] "GET /fielcorresponsal/resources/css/fielco_lists.css?v=2.8.31 HTTP/1.1" 200 5315
127.0.0.1 - - [19/Jan/2022:16:02:26 -0300] "GET /fielcorresponsal/resources/css/jquery.dataTables.css HTTP/1.1" 200 15384
127.0.0.1 - - [19/Jan/2022:16:02:26 -0300] "GET /fielcorresponsal/resources/css/fielco_margin.css?v=2.8.31 HTTP/1.1" 200 577
127.0.0.1 - - [19/Jan/2022:16:02:26 -0300] "GET /fielcorresponsal/resources/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 200 117305
127.0.0.1 - - [19/Jan/2022:16:02:26 -0300] "GET /fielcorresponsal/resources/css/fielco_general.css?v=2.8.31 HTTP/1.1" 200 21309
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/css/bootstrap-datepicker.css HTTP/1.1" 200 17144
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/fontello/css/animation.css HTTP/1.1" 200 1857
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello-codes.css HTTP/1.1" 200 5131
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello-ie7.css HTTP/1.1" 200 10023
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello-embedded.css HTTP/1.1" 200 69137
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello-ie7-codes.css HTTP/1.1" 200 9772
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/fontello/css/fontello.css HTTP/1.1" 200 6869
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/webfontkit-font/stylesheet.css HTTP/1.1" 200 2134
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/text_editor/css/quill.snow.css HTTP/1.1" 200 24179
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/font-awesome/css/font-awesome.css HTTP/1.1" 200 37458
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/css/autocomplete.css HTTP/1.1" 200 1382
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/Hover-master/css/hover.css HTTP/1.1" 200 125939
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.js HTTP/1.1" 200 84355
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/jquery-ui/jquery-ui.min.js HTTP/1.1" 200 240427
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/js/masked_input_1.4.1-min.js HTTP/1.1" 200 3828
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/js/bootstrap-datepicker.js HTTP/1.1" 200 58701
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/js/jquery.dataTables.js HTTP/1.1" 200 438979
127.0.0.1 - - [19/Jan/2022:16:02:27 -0300] "GET /fielcorresponsal/resources/js/locale/bootstrap-datepicker.es.min.js HTTP/1.1" 200 513
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 200 35951
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/js/fielco_general.js?v=2.8.31 HTTP/1.1" 200 9055
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/sha/sha1.js HTTP/1.1" 200 9362
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/js/ticket.js?v=2.8.31 HTTP/1.1" 200 3464
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/fingerprint/webrtc.js?v=2.8.31 HTTP/1.1" 200 1674
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/fingerprint/client.min.js HTTP/1.1" 200 46944
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/js/support.js?v=2.8.31 HTTP/1.1" 200 5958
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/js/dataTables.select.min.js HTTP/1.1" 200 11763
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/images/fielco-logo.png HTTP/1.1" 200 12470
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js HTTP/1.1" 200 207208
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-regular-webfont.woff2 HTTP/1.1" 200 24352
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/css/bootstrap-datepicker.css.map HTTP/1.1" 404 5034
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/css/fielco-print.css?v=2.8.31 HTTP/1.1" 200 1348
127.0.0.1 - - [19/Jan/2022:16:02:28 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js.map HTTP/1.1" 404 5034
127.0.0.1 - - [19/Jan/2022:16:02:37 -0300] "POST /fielcorresponsal/login HTTP/1.1" 302 -
127.0.0.1 - - [19/Jan/2022:16:02:38 -0300] "GET /fielcorresponsal/home HTTP/1.1" 200 21750
127.0.0.1 - - [19/Jan/2022:16:02:38 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
127.0.0.1 - - [19/Jan/2022:16:02:38 -0300] "GET /fielcorresponsal/resources/fontello/font/fontello.woff2?44153900 HTTP/1.1" 200 15008
127.0.0.1 - - [19/Jan/2022:16:02:38 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-bolditalic-webfont.woff2 HTTP/1.1" 200 26572
127.0.0.1 - - [19/Jan/2022:16:02:38 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-bold-webfont.woff2 HTTP/1.1" 200 24972
127.0.0.1 - - [19/Jan/2022:16:02:38 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js.map HTTP/1.1" 404 5034
127.0.0.1 - - [19/Jan/2022:16:02:38 -0300] "GET /fielcorresponsal/resources/css/bootstrap-datepicker.css.map HTTP/1.1" 404 5034
127.0.0.1 - - [19/Jan/2022:16:02:39 -0300] "GET /fielcorresponsal/resources/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
127.0.0.1 - - [19/Jan/2022:16:05:55 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjEsIlBPT19OVU1CRVIiOjI5LCJST0xFUyI6WyJBRE1JTklTVFJBVElWTyIsIlJFSU1QUkVTSU9ORVMiLCJBRE1JTl9BR0VOQ0lBIiwiRklFTENPQlJBTlpBUyIsIldFU1RFUk5fVU5JT04iLCJXVV9FTlZJT1MiLCJXVV9QQUdPUyIsIkdJUklTSU1PX0VOVklPIiwiR0lSSVNJTU9fUEFHTyJdLCJBR0VOQ1lfTkFNRSI6IkZJTkFOQ0lFUkEgRUwgQ09NRVJDSU8gUy5BLkUuQy5BLiIsIlVTRVJfSUQiOjE1MDEsIlVTRVJfTkFNRSI6ImFmbGVjaGEiLCJERVZJQ0VfSUQiOjM3MTU1LCJqdGkiOiI3ZDcwMzI2YS05N2NhLTQxZTctYjFkYy0zMWU3ZGUxOTgwNzEiLCJVU0VSX0ZVTExOQU1FIjoiQU5BIEJFTEVOIEZMRUNIQSBQRVJST1RBIn0.Xr2XJweP1V1FYWb05CRAHtALVdAjAHMK5rhYnF-soDO7a5Em1i4--NVUFlvaRfMLnSUjZnNAq9nEdagoScYieQ HTTP/1.1" 200 5059
127.0.0.1 - - [19/Jan/2022:16:05:55 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
127.0.0.1 - - [19/Jan/2022:16:06:13 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjEsIlBPT19OVU1CRVIiOjI5LCJST0xFUyI6WyJBRE1JTklTVFJBVElWTyIsIlJFSU1QUkVTSU9ORVMiLCJBRE1JTl9BR0VOQ0lBIiwiRklFTENPQlJBTlpBUyIsIldFU1RFUk5fVU5JT04iLCJXVV9FTlZJT1MiLCJXVV9QQUdPUyIsIkdJUklTSU1PX0VOVklPIiwiR0lSSVNJTU9fUEFHTyJdLCJBR0VOQ1lfTkFNRSI6IkZJTkFOQ0lFUkEgRUwgQ09NRVJDSU8gUy5BLkUuQy5BLiIsIlVTRVJfSUQiOjE1MDEsIlVTRVJfTkFNRSI6ImFmbGVjaGEiLCJERVZJQ0VfSUQiOjM3MTU1LCJqdGkiOiI3ZDcwMzI2YS05N2NhLTQxZTctYjFkYy0zMWU3ZGUxOTgwNzEiLCJVU0VSX0ZVTExOQU1FIjoiQU5BIEJFTEVOIEZMRUNIQSBQRVJST1RBIn0.Xr2XJweP1V1FYWb05CRAHtALVdAjAHMK5rhYnF-soDO7a5Em1i4--NVUFlvaRfMLnSUjZnNAq9nEdagoScYieQ HTTP/1.1" 200 5059
127.0.0.1 - - [19/Jan/2022:16:06:13 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:06:57 -0300] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/ HTTP/1.1" 200 10368
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/js/bootstrap-datepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/js/masked_input_1.4.1-min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/js/locale/bootstrap-datepicker.es.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/js/fielco_general.js?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/js/ticket.js?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/sha/sha1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/fingerprint/webrtc.js?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/js/support.js?v=2.8.31 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/fingerprint/client.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/js/dataTables.select.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/images/fielco-logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-regular-webfont.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js.map HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:04 -0300] "GET /fielcorresponsal/resources/css/bootstrap-datepicker.css.map HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:10 -0300] "POST /fielcorresponsal/login HTTP/1.1" 200 10491
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:10 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:10 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js.map HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:11 -0300] "GET /fielcorresponsal/resources/css/bootstrap-datepicker.css.map HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:17 -0300] "POST /fielcorresponsal/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/home HTTP/1.1" 200 28446
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/resources/fontello/font/fontello.woff2?44153900 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-bolditalic-webfont.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js.map HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/resources/css/bootstrap-datepicker.css.map HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/resources/webfontkit-font/pt_sans-web-bold-webfont.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:07:18 -0300] "GET /fielcorresponsal/resources/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
127.0.0.1 - - [19/Jan/2022:16:07:42 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJVU0VSIiwiQURNSU5fQUdFTkNJQSIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJGSUVMQ09CUkFOWkFTIiwiV0VTVEVSTl9VTklPTiIsIldVX0VOVklPUyIsIldVX1BBR09TIiwiR0lSSVNJTU9fRU5WSU8iLCJHSVJJU0lNT19QQUdPIiwiR0lSSVNJTU9fREVWT0xVQ0lPTiIsIkFHRU5DSUFfV1VfUkVQT1JURVMiLCJSRU5ESUNJT04iXSwiQUdFTkNZX05BTUUiOiJURUtUT04gU0EiLCJVU0VSX0lEIjo2MDksIlVTRVJfTkFNRSI6ImpiZW5pdGV6IiwiREVWSUNFX0lEIjozOTM2MCwianRpIjoiZDNmZjRhYzgtYjE3OC00M2UxLTg3ODktZmE2NmYyNTg0OTNjIiwiVVNFUl9GVUxMTkFNRSI6IkpVTElPIEJFTklURVoifQ.PGCqgrYjzOvp-AnyQAvNlHylTy051JcJDX_3vpYdmh2mSxPBp3wPMlPjVkEKhiL_gFCgz3rn9_fcKSsCiDFy0Q HTTP/1.1" 200 5264
127.0.0.1 - - [19/Jan/2022:16:07:42 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
127.0.0.1 - - [19/Jan/2022:16:08:22 -0300] "GET /fielcorresponsal/resources/images/fielco-logo.png HTTP/1.1" 200 12470
127.0.0.1 - - [19/Jan/2022:16:08:29 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJVU0VSIiwiQURNSU5fQUdFTkNJQSIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJGSUVMQ09CUkFOWkFTIiwiV0VTVEVSTl9VTklPTiIsIldVX0VOVklPUyIsIldVX1BBR09TIiwiR0lSSVNJTU9fRU5WSU8iLCJHSVJJU0lNT19QQUdPIiwiR0lSSVNJTU9fREVWT0xVQ0lPTiIsIkFHRU5DSUFfV1VfUkVQT1JURVMiLCJSRU5ESUNJT04iXSwiQUdFTkNZX05BTUUiOiJURUtUT04gU0EiLCJVU0VSX0lEIjo2MDksIlVTRVJfTkFNRSI6ImpiZW5pdGV6IiwiREVWSUNFX0lEIjozOTM2MCwianRpIjoiZDNmZjRhYzgtYjE3OC00M2UxLTg3ODktZmE2NmYyNTg0OTNjIiwiVVNFUl9GVUxMTkFNRSI6IkpVTElPIEJFTklURVoifQ.PGCqgrYjzOvp-AnyQAvNlHylTy051JcJDX_3vpYdmh2mSxPBp3wPMlPjVkEKhiL_gFCgz3rn9_fcKSsCiDFy0Q HTTP/1.1" 200 5264
127.0.0.1 - - [19/Jan/2022:16:08:29 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:46:44 -0300] "GET /fielcorresponsal HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:46:46 -0300] "GET /fielcorresponsal/login HTTP/1.1" 405 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:46:51 -0300] "GET /fielcorresponsal/ HTTP/1.1" 200 10368
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:47:07 -0300] "POST /fielcorresponsal/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:47:09 -0300] "GET /fielcorresponsal/home HTTP/1.1" 200 28446
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:47:09 -0300] "GET /fielcorresponsal/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:50:33 -0300] "GET /fielcorresponsal/settings/reprint HTTP/1.1" 200 29893
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:50:37 -0300] "GET /fielcorresponsal/reports HTTP/1.1" 200 27528
0:0:0:0:0:0:0:1 - - [19/Jan/2022:16:51:01 -0300] "GET /fielcorresponsal/reports/movimientos/resumen/pdf?servicioId=0&agenciaSucursalId=0&fechaInicio=19/01/2022&fechaFin=19/01/2022 HTTP/1.1" 500 19072
127.0.0.1 - - [19/Jan/2022:17:11:52 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:11:52 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [19/Jan/2022:17:11:52 -0300] "GET /manager/text/list HTTP/1.1" 200 1589
127.0.0.1 - tomcat [19/Jan/2022:17:11:52 -0300] "GET /manager/text/list HTTP/1.1" 200 1589
127.0.0.1 - - [19/Jan/2022:17:12:16 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:12:16 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:12:16 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:12:16 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:12:16 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:12:16 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:12:16 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:12:16 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:12:16 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:12:16 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:12:24 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:12:24 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:12:24 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:12:24 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:12:24 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
