127.0.0.1 - - [17/Jan/2022:08:56:31 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJVU0VSIiwiQURNSU5fQUdFTkNJQSIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJGSUVMQ09CUkFOWkFTIiwiV0VTVEVSTl9VTklPTiIsIldVX0VOVklPUyIsIldVX1BBR09TIiwiR0lSSVNJTU9fRU5WSU8iLCJHSVJJU0lNT19QQUdPIiwiR0lSSVNJTU9fREVWT0xVQ0lPTiIsIkFHRU5DSUFfV1VfUkVQT1JURVMiLCJSRU5ESUNJT04iXSwiQUdFTkNZX05BTUUiOiJURUtUT04gU0EiLCJVU0VSX0lEIjo2MDksIlVTRVJfTkFNRSI6ImpiZW5pdGV6IiwiREVWSUNFX0lEIjozOTM2MCwianRpIjoiM2M1MGQ2OTQtNDcwYy00OTVhLWIzYjAtMzJlZTM0MzRmNjI2IiwiVVNFUl9GVUxMTkFNRSI6IkpVTElPIEJFTklURVoifQ.4ZEq9Z1xVLJFQjnV6FiaBcstbiO6w8SuWZxQdE18m0_IIykETDpBkPlOTUeAhIMkaydlJ6oo4n1D06zEoERglw HTTP/1.1" 400 120
127.0.0.1 - - [17/Jan/2022:15:35:02 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJVU0VSIiwiQURNSU5fQUdFTkNJQSIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJGSUVMQ09CUkFOWkFTIiwiV0VTVEVSTl9VTklPTiIsIldVX0VOVklPUyIsIldVX1BBR09TIiwiR0lSSVNJTU9fRU5WSU8iLCJHSVJJU0lNT19QQUdPIiwiR0lSSVNJTU9fREVWT0xVQ0lPTiIsIkFHRU5DSUFfV1VfUkVQT1JURVMiLCJSRU5ESUNJT04iXSwiQUdFTkNZX05BTUUiOiJURUtUT04gU0EiLCJVU0VSX0lEIjo2MDksIlVTRVJfTkFNRSI6ImpiZW5pdGV6IiwiREVWSUNFX0lEIjozOTM2MCwianRpIjoiYmI2MDI0ODMtZGJhZS00MThkLTgzMTgtOTUzZGY4MzA1ZWJiIiwiVVNFUl9GVUxMTkFNRSI6IkpVTElPIEJFTklURVoifQ.9w7KO2Lj7wHXGDBqIENDlWAEsakN1-ABtEvp6cV-JXM2ffVQxPHGy8qRDVLrCgXlHv63Tn3PHEpttEV0FjnkQg HTTP/1.1" 200 5264
127.0.0.1 - - [17/Jan/2022:15:35:03 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:35:33 -0300] "GET /fielcorresponsal/home HTTP/1.1" 200 28441
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:35:33 -0300] "GET /fielcorresponsal/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:35:49 -0300] "GET /fielcorresponsal/home HTTP/1.1" 200 28441
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:35:49 -0300] "GET /fielcorresponsal/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [17/Jan/2022:15:35:59 -0300] "GET /fielcorresponsal/cards HTTP/1.1" 200 29576
127.0.0.1 - - [17/Jan/2022:15:36:11 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJVU0VSIiwiQURNSU5fQUdFTkNJQSIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJGSUVMQ09CUkFOWkFTIiwiV0VTVEVSTl9VTklPTiIsIldVX0VOVklPUyIsIldVX1BBR09TIiwiR0lSSVNJTU9fRU5WSU8iLCJHSVJJU0lNT19QQUdPIiwiR0lSSVNJTU9fREVWT0xVQ0lPTiIsIkFHRU5DSUFfV1VfUkVQT1JURVMiLCJSRU5ESUNJT04iXSwiQUdFTkNZX05BTUUiOiJURUtUT04gU0EiLCJVU0VSX0lEIjo2MDksIlVTRVJfTkFNRSI6ImpiZW5pdGV6IiwiREVWSUNFX0lEIjozOTM2MCwianRpIjoiYmI2MDI0ODMtZGJhZS00MThkLTgzMTgtOTUzZGY4MzA1ZWJiIiwiVVNFUl9GVUxMTkFNRSI6IkpVTElPIEJFTklURVoifQ.9w7KO2Lj7wHXGDBqIENDlWAEsakN1-ABtEvp6cV-JXM2ffVQxPHGy8qRDVLrCgXlHv63Tn3PHEpttEV0FjnkQg HTTP/1.1" 200 5264
127.0.0.1 - - [17/Jan/2022:15:36:12 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
127.0.0.1 - - [17/Jan/2022:15:37:03 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
127.0.0.1 - - [17/Jan/2022:15:37:03 -0300] "GET /pago-servicios-fielcorresponsal/clasificador HTTP/1.1" 404 1090
127.0.0.1 - tomcat [17/Jan/2022:16:03:01 -0300] "GET /manager/text/undeploy?path=/tarjetas-fielco HTTP/1.1" 200 83
127.0.0.1 - - [17/Jan/2022:16:03:01 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [17/Jan/2022:16:03:01 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [17/Jan/2022:16:03:01 -0300] "GET /manager/text/list HTTP/1.1" 200 1563
127.0.0.1 - tomcat [17/Jan/2022:16:03:01 -0300] "GET /manager/text/list HTTP/1.1" 200 1563
127.0.0.1 - tomcat [17/Jan/2022:16:03:11 -0300] "GET /manager/text/start?path=/fielcobranzas HTTP/1.1" 200 97
0:0:0:0:0:0:0:1 - - [17/Jan/2022:16:04:28 -0300] "GET /pago-servicios-fielcorresponsal HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Jan/2022:16:04:28 -0300] "GET /pago-servicios-fielcorresponsal/ HTTP/1.1" 200 1430
